image_name,instruct,target_description,image_address,result_image_name,Type
prydumano-design-kE6Luqa4bBQ-unsplash.jpg,Make the curtain on the left striped.,Photo of a striped curtain,https://unsplash.com/photos/a-modern-kitchen-and-living-room-are-shown-kE6Luqa4bBQ,prydumano-design-kE6Luqa4bBQ-unsplash_Make_the_curtain_on_the_left_striped.jpg,Absolute Direction
robert-collins-tvc5imO5pXk-unsplash.jpg,wear them red clothes,Photo of them in red clothes,https://unsplash.com/photos/four-boy-playing-ball-on-green-grass-tvc5imO5pXk,robert-collins-tvc5imO5pXk-unsplash_wear_them_red_clothes.jpg,Pronoun
rocky-xiong-IL2vPEd6IK8-unsplash.jpg,Remove the chair below the window.,Photo of an empty scene,https://unsplash.com/photos/sunlight-streams-into-a-room-with-chairs-and-rug-IL2vPEd6IK8,rocky-xiong-IL2vPEd6IK8-unsplash_Remove_the_chair_below_the_window.jpg,Relative Direction
rocky-xiong-UxpcX90AB6Q-unsplash.jpg,Replace the dish to the left of the faucet with a sponge.,Photo of a sponge,https://unsplash.com/photos/a-kitchen-with-a-sink-and-a-window-UxpcX90AB6Q,rocky-xiong-UxpcX90AB6Q-unsplash_Replace_the_dish_to_the_left_of_the_faucet_with_a_sponge.jpg,Relative Direction
rodrigo-rodrigues-wolf-r-t-E0IReGMibjM-unsplash.jpg,Make the napkin below the bottle pink.,Photo of a pink napkin,https://unsplash.com/photos/a-table-set-with-plates-silverware-and-flowers-E0IReGMibjM,rodrigo-rodrigues-wolf-r-t-E0IReGMibjM-unsplash_Make_the_napkin_below_the_bottle_pink.jpg,Relative Direction
ruyan-ayten-c6wYjrWf_cY-unsplash.jpg,Change the food on the top into soup,Photo of soup,https://unsplash.com/photos/a-table-is-filled-with-food-c6wYjrWf_cY,ruyan-ayten-c6wYjrWf_cY-unsplash_Change_the_food_on_the_top_into_soup.jpg,Absolute Direction
ruyan-ayten-P_Qf5AHqLh8-unsplash.jpg,Make the white dish on the bottom yellow.,Photo of a yellow dish,https://unsplash.com/photos/a-table-full-of-food-P_Qf5AHqLh8?utm_content=creditCopyText&utm_medium=referral&utm_source=unsplash,ruyan-ayten-P_Qf5AHqLh8-unsplash_Make_the_white_dish_on_the_bottom_yellow.jpg,Absolute Direction
saffu-dijU0OwtrDM-unsplash.jpg,Put the bottom side at night.,Photo of a scene at night,https://unsplash.com/photos/power-boat-parked-in-body-of-water-dijU0OwtrDM,saffu-dijU0OwtrDM-unsplash_Put_the_bottom_side_at_night.jpg,Absolute Direction
saffu-dijU0OwtrDM-unsplash.jpg,Put the top side at night.,Photo of a scene at night,https://unsplash.com/photos/power-boat-parked-in-body-of-water-dijU0OwtrDM,saffu-dijU0OwtrDM-unsplash_Put_the_top_side_at_night.jpg,Absolute Direction
samsung-uk-d9jiWu7Q90Q-unsplash.jpg,Give him red hair.,Photo of a red hair,https://unsplash.com/photos/a-group-of-people-sitting-outside-d9jiWu7Q90Q,samsung-uk-d9jiWu7Q90Q-unsplash_Give_him_red_hair.jpg,Pronoun
samuel-quek-igj-1ux3dqA-unsplash.jpg,Wear them blue jeans.,Photo of them in blue jeans,https://unsplash.com/photos/group-hiking-towards-a-snow-capped-mountain-igj-1ux3dqA,samuel-quek-igj-1ux3dqA-unsplash_Wear_them_blue_jeans.jpg,Pronoun
sangeeth-n-2w0GuKOF_Oc-unsplash.jpg,Change the apple above the cake into a peach,Photo of a peach,https://unsplash.com/photos/an-apple-pie-on-a-black-plate-surrounded-by-apples-2w0GuKOF_Oc,sangeeth-n-2w0GuKOF_Oc-unsplash_Change_the_apple_above_the_cake_into_a_peach.jpg,Relative Direction
sangeeth-n-2w0GuKOF_Oc-unsplash.jpg,Change the red apple below the cake into an orange.,Photo of an orange,https://unsplash.com/photos/an-apple-pie-on-a-black-plate-surrounded-by-apples-2w0GuKOF_Oc,sangeeth-n-2w0GuKOF_Oc-unsplash_Change_the_red_apple_below_the_cake_into_an_orange.jpg,Relative Direction
scott-longerbeam-WVpMDANVUtQ-unsplash.jpg,turn the cat on top of the drawer into a rabbit.,Photo of a rabbit,https://unsplash.com/id/foto/tangga-kayu-coklat-WVpMDANVUtQ,scott-longerbeam-WVpMDANVUtQ-unsplash_turn_the_cat_on_top_of_the_drawer_into_a_rabbit.jpg,Relative Direction
sid-balachandran-hXttDVCwyRA-unsplash.jpg,make them eagles,Photo of eagles,https://unsplash.com/photos/three-blue-and-yellow-parrots-on-tree-branch-hXttDVCwyRA,sid-balachandran-hXttDVCwyRA-unsplash_make_them_eagles.jpg,Pronoun
simona-takareviciute-Y4g79V5-B3Q-unsplash.jpg,Turn the sprinkler into a flowerpot,Photo of a flowerpot,https://unsplash.com/photos/white-ceramic-vase-with-green-plant-Y4g79V5-B3Q,simona-takareviciute-Y4g79V5-B3Q-unsplash_Turn_the_sprinkler_into_a_flowerpot.jpg,Neutral
sithamshu-manoj-bik_lIl9Nco-unsplash.jpg,make her clothes green,Photo of her with green clothes,https://unsplash.com/photos/two-man-facing-one-woman-under-white-and-blue-sky-at-daytime-bik_lIl9Nco,sithamshu-manoj-bik_lIl9Nco-unsplash_make_her_clothes_green.jpg,Pronoun
social-gems-LkzenUdmG6A-unsplash.jpg,make them cactus,Photo of cactuses,https://unsplash.com/photos/four-assorted-succulent-plants-in-pots-LkzenUdmG6A,social-gems-LkzenUdmG6A-unsplash_make_them_cactus.jpg,Pronoun
some-tale-TriXQTJ_4gk-unsplash.jpg,Turn the tomato branch on the right side of the chopping board into a bunch of grapes.,Photo of a bunch of grapes,https://unsplash.com/photos/a-group-of-vegetables-on-a-table-TriXQTJ_4gk,some-tale-TriXQTJ_4gk-unsplash_Turn_the_tomato_branch_on_the_right_side_of_the_chopping_board_into_a_bunch_of_grapes.jpg,Absolute Direction
some-tale-TriXQTJ_4gk-unsplash.jpg,Turn the top tomato branch into a bunch of grapes.,Photo of a bunch of grapes,https://unsplash.com/photos/a-group-of-vegetables-on-a-table-TriXQTJ_4gk,some-tale-TriXQTJ_4gk-unsplash_Turn_the_top_tomato_branch_into_a_bunch_of_grapes.jpg,Relative Direction
spacejoy-IH7wPsjwomc-unsplash.jpg,Turn the potted plant on the left of the golden pot into a red potted plant,Photo of a red potted plant,https://unsplash.com/photos/green-plant-on-white-ceramic-pot-IH7wPsjwomc,spacejoy-IH7wPsjwomc-unsplash_Turn_the_potted_plant_on_the_left_of_the_golden_pot_into_a_red_potted_plant.jpg,Relative Direction
stary-smok-BJ54pDm_Oqs-unsplash.jpg,Turn the right bird into a pigeon,Photo of a pigeon,https://unsplash.com/photos/three-birds-pearching-on-string-BJ54pDm_Oqs,stary-smok-BJ54pDm_Oqs-unsplash_Turn_the_right_bird_into_a_pigeon.jpg,Absolute Direction
sung-jin-cho-uwcfiOfnKHQ-unsplash.jpg,Make the teapot on the top out of clay.,Photo of a clay teapot,https://unsplash.com/id/foto/set-teh-disiapkan-dengan-kue-kue-untuk-pesta-teh-uwcfiOfnKHQ,sung-jin-cho-uwcfiOfnKHQ-unsplash_Make_the_teapot_on_the_top_out_of_clay.jpg,Absolute Direction
sung-jin-cho-uwcfiOfnKHQ-unsplash.jpg,Make the teapots out of clay.,Photo of clay teapots,https://unsplash.com/id/foto/set-teh-disiapkan-dengan-kue-kue-untuk-pesta-teh-uwcfiOfnKHQ,sung-jin-cho-uwcfiOfnKHQ-unsplash_Make_the_teapots_out_of_clay.jpg,Neutral
sutirta-budiman-Jgiv1rSIpVM-unsplash.jpg,make them donkeys,Photo of brown chairs,https://unsplash.com/de/fotos/gruppe-von-zebras-geht-auf-weizenfeld-spazieren-Jgiv1rSIpVM,sutirta-budiman-Jgiv1rSIpVM-unsplash_make_them_donkeys.jpg,Pronoun
sven-brandsma-wNtnK2Hj7NQ-unsplash.jpg,Make the chairs brown.,Photo of brown chairs,https://unsplash.com/photos/brown-wooden-table-and-chairs-wNtnK2Hj7NQ,sven-brandsma-wNtnK2Hj7NQ-unsplash_Make_the_chair_on_the_left_pink.jpg,Absolute Direction
sven-brandsma-wNtnK2Hj7NQ-unsplash.jpg,Make the chair on the left pink.,Photo of a pink chair,https://unsplash.com/photos/brown-wooden-table-and-chairs-wNtnK2Hj7NQ,sven-brandsma-wNtnK2Hj7NQ-unsplash_Make_the_chairs_brown.jpg,Neutral
tamara-bitter-6CksP4Tp2Ro-unsplash.jpg,Color the swan on the left yellow.,Photo of a yellow swan,https://unsplash.com/photos/white-swan-on-water-during-daytime-6CksP4Tp2Ro,tamara-bitter-6CksP4Tp2Ro-unsplash_Color_the_swan_on_the_left_yellow.jpg,Absolute Direction
tamara-bitter-6CksP4Tp2Ro-unsplash.jpg,Make them pink,Photo of them in pink,https://unsplash.com/photos/white-swan-on-water-during-daytime-6CksP4Tp2Ro,tamara-bitter-6CksP4Tp2Ro-unsplash_Make_them_pink.jpg,Pronoun
tata-zaremba-GxSg5E7RKhE-unsplash.jpg,Replace the fruit on the bottom with a mango.,Photo of a mango,https://unsplash.com/photos/apple-on-tray-GxSg5E7RKhE,tata-zaremba-GxSg5E7RKhE-unsplash_Replace_the_fruit_on_the_bottom_with_a_mango.jpg,Absolute Direction
tereza-ruba-AaNuSbrzsc8-unsplash.jpg,Make the cup on the left side of the coffee maker out of gold.,Photo of a golden cup,https://unsplash.com/photos/two-white-ceramic-mugs-beside-clear-glass-vase-and-white-flowers-AaNuSbrzsc8,tereza-ruba-AaNuSbrzsc8-unsplash_Make_the_cup_on_the_left_side_of_the_coffee_maker_out_of_gold.jpg,Relative Direction
theodor-vasile-Zbie8Cjsdu4-unsplash.jpg,Put a black umbrella over her head,Photo of a black umbrella,https://unsplash.com/photos/person-in-black-jacket-standing-on-snow-covered-ground-during-daytime-Zbie8Cjsdu4,theodor-vasile-Zbie8Cjsdu4-unsplash_Put_a_black_umbrella_over_her_head.jpg,Relative Direction
this-guy-anm2W21Q2EQ-unsplash.jpg,Turn the window on the right side of the balcony into a mirror,Photo of a mirror,https://unsplash.com/fr/photos/batiments-en-beton-brun-et-vert-anm2W21Q2EQ,this-guy-anm2W21Q2EQ-unsplash_Turn_the_window_on_the_right_side_of_the_balcony_into_a_mirror.jpg,Relative Direction
tile-merchant-ireland-TPzXRLb64XM-unsplash.jpg,remove the potted plant to the left of the mirror,Photo of a clean wall,https://unsplash.com/photos/a-living-room-filled-with-furniture-and-a-fire-place-TPzXRLb64XM,tile-merchant-ireland-TPzXRLb64XM-unsplash_remove_the_potted_plant_to_the_left_of_the_mirror.jpg,Relative Direction
toa-heftiba-TWOnvtstmeU-unsplash.jpg,Replace the baskets with a brown teddy bear.,Photo of a brown teddy bear,https://unsplash.com/photos/brown-woven-basket-on-white-wooden-cabinet-TWOnvtstmeU,toa-heftiba-TWOnvtstmeU-unsplash_Make_the_wicker_basket_on_the_top_out_of_velvet.jpg,Absolute Direction
toa-heftiba-TWOnvtstmeU-unsplash.jpg,Make the wicker basket on the top out of velvet.,Photo of a velvet basket,https://unsplash.com/photos/brown-woven-basket-on-white-wooden-cabinet-TWOnvtstmeU,toa-heftiba-TWOnvtstmeU-unsplash_Replace_the_baskets_with_a_brown_teddy_bear.jpg,Neutral
tom-ru-S3eG1inppG8-unsplash.jpg,convert the left bench to a wooden bench,Photo of a wooden bench,https://unsplash.com/photos/a-couple-of-red-benches-sitting-next-to-each-other-S3eG1inppG8,tom-ru-S3eG1inppG8-unsplash_convert_the_left_bench_to_a_wooden_bench.jpg,Absolute Direction
toni-goodwin-Zy5R6eXDLCw-unsplash.jpg,Make the candle on the right orange.,Photo of an orange candle,https://unsplash.com/de/fotos/ein-holztablett-mit-vielen-flaschen-flussigkeit-Zy5R6eXDLCw,toni-goodwin-Zy5R6eXDLCw-unsplash_Change_the_leaves_below_the_Buddha_statue_into_feathers.jpg,Absolute Direction
toni-goodwin-Zy5R6eXDLCw-unsplash.jpg,Change the leaves below the Buddha statue into feathers.,Photo of feathers,https://unsplash.com/de/fotos/ein-holztablett-mit-vielen-flaschen-flussigkeit-Zy5R6eXDLCw,toni-goodwin-Zy5R6eXDLCw-unsplash_Make_the_candle_on_the_right_orange.jpg,Relative Direction
tyler-lastovich-ZyfOq52b0cs-unsplash.jpg,Add a sand castle to the right of the palm tree,Photo of a sand castle,https://unsplash.com/photos/palm-tree-on-seashore-ZyfOq52b0cs,tyler-lastovich-ZyfOq52b0cs-unsplash_Add_a_sand_castle_to_the_right_of_the_palm_tree.jpg,Relative Direction
ultimate-safaris-namibia-X-niNUOTE2E-unsplash.jpg,Put hats on them.,Photo of them with hats,https://unsplash.com/id/foto/sekelompok-orang-berdiri-di-atas-ladang-tanah-X-niNUOTE2E,ultimate-safaris-namibia-X-niNUOTE2E-unsplash_Make_her_clothes_brown.jpg,Pronoun
ultimate-safaris-namibia-X-niNUOTE2E-unsplash.jpg,Make her clothes brown.,Photo of her with brown clothes,https://unsplash.com/id/foto/sekelompok-orang-berdiri-di-atas-ladang-tanah-X-niNUOTE2E,ultimate-safaris-namibia-X-niNUOTE2E-unsplash_Put_hats_on_them.jpg,Pronoun
vicky-ng-yIh0i6TYGrs-unsplash.jpg,Paint the bowl on the bottom purple,Photo of a purple bowl,https://unsplash.com/photos/brown-wooden-spoon-on-white-ceramic-bowl-yIh0i6TYGrs,vicky-ng-yIh0i6TYGrs-unsplash_Paint_the_bowl_on_the_bottom_purple.jpg,Absolute Direction
visual-karsa-cI949H7mx3E-unsplash.jpg,wear them pink clothes,Photo of them with pink clothes,https://unsplash.com/photos/people-standing-on-river-during-daytime-cI949H7mx3E,visual-karsa-cI949H7mx3E-unsplash_wear_them_pink_clothes.jpg,Pronoun
vitaly-gariev-CqKpj9LqvUM-unsplash.jpg,make his coat green,Photo of his with green coat,https://unsplash.com/photos/three-professionals-discussing-a-document-together-CqKpj9LqvUM,vitaly-gariev-CqKpj9LqvUM-unsplash_make_his_coat_green.jpg,Pronoun
vo-m-nh-d-c-41izjetHpkQ-unsplash.jpg,make her clothes purple,Photo of her with purple clothes,https://unsplash.com/photos/a-group-of-three-people-standing-next-to-each-other-41izjetHpkQ,vo-m-nh-d-c-41izjetHpkQ-unsplash_make_her_clothes_purple.jpg,Pronoun
vo-m-nh-d-c-hHtEZZMpPNQ-unsplash.jpg,color her clothes green,Photo of her with green clothes,https://unsplash.com/photos/a-group-of-three-people-standing-next-to-each-other-hHtEZZMpPNQ,vo-m-nh-d-c-hHtEZZMpPNQ-unsplash_color_her_clothes_green.jpg,Pronoun
vo-m-nh-d-c-mweGZDKwjws-unsplash.jpg,Give her a purple shirt.,Photo of her with purple shirt,https://unsplash.com/photos/a-group-of-three-people-standing-next-to-each-other-mweGZDKwjws,vo-m-nh-d-c-mweGZDKwjws-unsplash_Give_her_a_purple_shirt.jpg,Pronoun
will-h-mcmahan-jM73872dy4Y-unsplash.jpg,turn the black hen at the left side of the white hen to a khaki hen,Photo of a khaki hen,https://unsplash.com/photos/four-hens-jM73872dy4Y,will-h-mcmahan-jM73872dy4Y-unsplash_turn_the_black_hen_at_the_left_side_of_the_white_hen_to_a_khaki_hen.jpg,Relative Direction
xavier-mclaren-Gw9qhHPrzsk-unsplash.jpg,turn the horse to a black cow,Photo of a black cow,https://unsplash.com/photos/a-person-on-a-horse-chasing-a-cow-Gw9qhHPrzsk,xavier-mclaren-Gw9qhHPrzsk-unsplash_turn_the_horse_to_a_black_cow.jpg,Neutral
yakup-akdemir-s1W6LB38iYs-unsplash.jpg,Replace the squirrel statue with a rabbit statue.,Photo of a rabbit statue,https://unsplash.com/photos/green-indoor-plants-near-ceramic-rabbit-figurine-s1W6LB38iYs,yakup-akdemir-s1W6LB38iYs-unsplash_Replace_the_squirrel_statue_with_a_rabbit_statue.jpg,Neutral

